year,category,recipient,location,grant_description,award_amt
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Associated Colleges of the South, Inc.","Atlanta, Georgia",To support the environmental studies program,"3,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,"Annandale-on-Hudson, New York",To establish an endowment to support the academic core of the Conservatory of Music's five-year double degree program,"2,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bard College,"Annandale-on-Hudson, New York",To support the cataloguing and preservation of the Hannah Arendt Collection,"18,600"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support translation studies,"380,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York","To support the ""River Summer"" program in collaboration with the Environmental Consortium of Hudson Valley Colleges and Universities","300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Barnard College,"New York, New York",To support faculty development and assessment of the college's general education requirements,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bennett College,"Greensboro, North Carolina",To support the initial phase of strategic planning,"60,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Berea College,"Berea, Kentucky",To support a study of the factors that influence low-income college students' decisions to leave school,"183,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bowdoin College,"Brunswick, Maine",To support a program of enhanced sabbatical leaves,"1,700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Brandeis University,"Waltham, Massachusetts",To support doctoral students in the humanities,"1,651,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support doctoral students in the humanities,"3,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support workshops for graduate students and faculty members in the humanities and humanistic social sciences,"571,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Brown University,"Providence, Rhode Island",To support research in the humanities and social sciences for undergraduates through the Leadership Alliance,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support the environmental studies program,"565,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Bryn Mawr College,"Bryn Mawr, Pennsylvania",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Carnegie Mellon University,"Pittsburgh, Pennsylvania",To support the development of open source software associated with the Panda-3D project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Clark Atlanta University,"Atlanta, Georgia",To support student retention initiatives,"400,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,College of Wooster,"Wooster, Ohio",To support faculty renewal and the Independent Study Program,"800,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,College of Wooster,"Wooster, Ohio",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support a Distinguished Achievement Award,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Columbia University,"New York, New York",To support an Emeritus Fellowship,"32,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Community MusicWorks,"Providence, Rhode Island",To support strategic collaborations that will extend the educational model of Community MusicWorks in the fields of classical music and arts education,"300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Connecticut College,"New London, Connecticut",To establish a Mellon Mays Undergraduate Fellowship Program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support a New Directions Fellowship,"278,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Cornell University,"Ithaca, New York",To support a New Directions Fellowship,"224,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Council on Library and Information Resources,"Washington, DC",To support a dissertation fellowship program for graduate students in the humanities to conduct research in original sources,"1,378,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Courtauld Institute of Art,"London, United Kingdom",To support activities to strengthen scholarship in art history,"720,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Dance for All,"Cape Town, South Africa",To support the position of outreach director,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Dartmouth College,"Hanover, New Hampshire",To support a New Directions Fellowship,"272,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Davidson College,"Davidson, North Carolina",To support a program to improve students' writing skills and strengthen faculty diversity,"940,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Davidson College,"Davidson, North Carolina",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Denison University,"Granville, Ohio",To support faculty career enhancement programs,"164,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Dillard University,"New Orleans, Louisiana",To support faculty career enhancement programs,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Doane College,"Crete, Nebraska",To support interdisciplinary study across the general education curriculum,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina","To support the community-based planning, specification, and pilot testing of the Open Library Initiative, a shared technology services environment for research and academic libraries","475,700"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Duke University,"Durham, North Carolina",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Earlham College,"Richmond, Indiana",To support the development of an Islamic Studies Program,"300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Ecotrust,"Portland, Oregon",To support the development of open source software associated with the Open OceanMap project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,The Emeriti Consortium for Retirement Health Solutions,"New Windsor, New York",To support general operations,"2,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Fedora Commons, Inc.","Ithaca, New York","To determine the feasibility of launching a new service, ""DuraSpace,"" to serve academic libraries, universities, and other organizations in providing perpetual access to digital content in collaboration with DSpace Foundation, Inc.","50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Fisk University,"Nashville, Tennessee",To support student retention,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Five Colleges Incorporated,"Amherst, Massachusetts",To support postdoctoral fellowships and faculty student research teams,"1,750,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Foothill College,"Los Altos Hills, California",To support the development of open source software in association with the Mneme Test Center project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Fordham University,"Bronx, New York",To support the publication of scholarly monographs in the humanities,"1,120,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Franklin & Marshall College,"Lancaster, Pennsylvania",To support an environmental studies program,"440,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Furman University,"Greenville, South Carolina",To support the environmental studies program,"850,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,George Mason University,"Fairfax, Virginia",To endow an annual summer fellowship for graduate students working on the development of open source software associated with the Omeka project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,George Washington University,"Washington, DC",To support summer archival training institutes for graduate students in the humanities and humanistic social sciences,"330,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Great Lakes Colleges Association, Inc.","Ann Arbor, Michigan",To support the continued professional growth and renewal of liberal arts college faculty members,"3,980,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Grinnell College,"Grinnell, Iowa",To support interdisciplinary faculty development and curricular expansion,"965,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Grinnell College,"Grinnell, Iowa",To support the establishment of a Mellon Mays Undergraduate Fellowship program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Hampshire College,"Amherst, Massachusetts",To support substantial curricular revision and enhancement in the area of foreign language study,"730,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Hartwick College,"Oneonta, New York",To support curricular revision and enhancement in the First Year Seminar program,"273,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support international scholarly collaboration on the history of the Sino-Japanese War of 1937-1945,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Harvard University,"Cambridge, Massachusetts",To support planning for projects to increase access to the collected paleographical works and related scholarly resources produced by Albinia de la Mare,"5,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support the environmental studies program,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Haverford College,"Haverford, Pennsylvania",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Hendrix College,"Conway, Arkansas",To support curricular revision and enhancement,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Heritage University,"Toppenish, Washington",To support the inclusion of high-quality color photographs in the Sahaptin Language Dictionary,"20,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Hobart and William Smith Colleges,"Geneva, New York",To support the environmental studies program,"1,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Howard University,"Washington, DC",To support curricular enhancement activities,"390,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Humanity in Action, Inc.","New York, New York",To support summer fellowships for undergraduate students and core program costs,"200,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana",To support an Emeritus Fellowship,"51,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana",To support an Emeritus Fellowship,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Indiana University,"Bloomington, Indiana",To support an Emeritus Fellowship,"42,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Institute for Advanced Study,"Princeton, New Jersey",To support fellowships for assistant professors at the School of Historical Studies,"1,100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Institute of International Education, Inc.","New York, New York",To provide program and administrative support for the University Leaders' Forum at the University of Ghana,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Johnson C. Smith University,"Charlotte, North Carolina",To support information literacy programs,"120,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Kalamazoo College,"Kalamazoo, Michigan",To support curricular revision and enhancement,"350,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Kenyon College,"Gambier, Ohio",To support postdoctoral fellowships,"300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,King's College London,"London, United Kingdom",To support the development of open source software associated with the Pliny project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Lafayette College,"Easton, Pennsylvania",To support an environmental studies program,"800,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Lake Forest College,"Lake Forest, Illinois",To support programs to strengthen the college's educational and cultural ties with the city of Chicago,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Latin American Studies Association, Inc.","Pittsburgh, Pennsylvania","To support activities that promote more transregional comparative, and cross-disciplinary approaches to scholarship","500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Lawrence University,"Appleton, Wisconsin",To support a senior experience program,"350,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Macalester College,"St. Paul, Minnesota",To support curricular innovation through interdepartmental concentrations,"1,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,156,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Massachusetts Institute of Technology,"Cambridge, Massachusetts",To support the development of open source software associated with the Kerberos project,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,McGill University,"Montreal, Canada",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,495,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,McGill University,"Montreal, Canada",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Middlebury College,"Middlebury, Vermont",To support interdisciplinary programs in American and International Studies,"1,200,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Morehouse College,"Atlanta, Georgia",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts","To support curricular innovation through interdisciplinary, thematically organized course clusters","475,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support work of a senior advisor in the Liberal Arts Colleges program area sponsored projects,"280,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Mount Holyoke College,"South Hadley, Massachusetts",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,National Gallery of Art,"Washington, DC",To support activities to strengthen scholarship in art history at the Center for Advanced Study in the Visual Arts,"455,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support fellowships,"3,000,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,National Humanities Center,"Research Triangle Park, North Carolina",To support summer institutes in literary studies,"745,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,National University of Ireland at Galway,"Galway, Ireland",To support scholarly projects that explore regional and transregional phenomena at the Moore Institute for Research in the Humanities and Social Studies,"459,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,The New School,"New York, New York",To support the development by Eugene Lang College of curricula in food and water systems that will enhance its program in Environmental Studies,"400,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,New York University,"New York, New York",To support the office of the Partnership for Higher Education in Africa,"300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Newberry Library,"Chicago, Illinois",To support fellowship programs,"342,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support doctoral students in the humanities,"4,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To establish a Mellon Mays Undergraduate Fellowship Program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support a New Directions Fellowship,"211,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support the development of standards-based interoperability between the Plone content management system and standards-compliant institutional repositories such as Fedora and the California Digital Library,"163,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Theatre After Athens: Reception and Revision of Ancient Greek Drama""","148,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Northwestern University,"Evanston, Illinois",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support faculty career enhancement programs and student-faculty collaborative research,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio","To support a collaborative program that would strengthen academic libraries in collaboration with Johnson C. Smith University, Robert W. Woodruff Library of the Atlanta University Center, Inc., and Occidental, Saint Augustine's, Swarthmore, and Wellesley Colleges","500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Oberlin College,"Oberlin, Ohio",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Ohio State University,"Columbus, Ohio",To support an Emeritus Fellowship,"31,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Omohundro Institute of Early American,"Williamsburg, Virginia","To support a reading and research seminar on African history for scholars from sub-Saharan Africa, the Americas, and Europe","50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Pennsylvania State University,"University Park, Pennsylvania",To support a dissertation seminar in the humanities,"238,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Phillips Academy,"Andover, Massachusetts",To support the Institute of Recruitment of Teachers,"750,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Pomona College,"Claremont, California",To support an Emeritus Fellowship,"40,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Pontifical Institute of Mediaeval Studies,"Toronto, Canada",To support postdoctoral fellowships,"140,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support a Distinguished Achievement Award,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Princeton University,"Princeton, New Jersey",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Randolph-Macon College,"Ashland, Virginia",To support the development of a new strategic plan,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Reed College,"Portland, Oregon",To support faculty bridge appointments in anticipation of retirements,"700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes University,"Grahamstown, South Africa",To support faculty development,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes University,"Grahamstown, South Africa",To support cataloging and digitization in the International Library of African Music,"250,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Rhodes University,"Grahamstown, South Africa",To support academic staff development,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support doctoral programs in the humanities,"2,793,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support a New Directions Fellowship,"263,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support a dissertation seminar in the humanities,"209,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Rutgers, The State University of New Jersey","New Brunswick, New Jersey",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Saint Augustine's College,"Raleigh, North Carolina",To enhance student learning and retention,"400,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Salzburg Global Seminar,"Washington, DC",To support an international study program for faculty members and administrators from Appalachian and historically black colleges and universities,"253,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Sarah Lawrence College,"Bronxville, New York",To support a program for faculty revitalization,"700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Sarah Lawrence College,"Bronxville, New York",To support a presidential discretionary fund,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Scripps College,"Claremont, California",To support strengthening the core curriculum in interdisciplinary humanities,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Skidmore College,"Saratoga Springs, New York",To support interdisciplinary teaching and learning through the use of museum exhibitions,"1,700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts","To support the first-year program, advanced interdisciplinary seminars, and faculty advising","1,395,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support a New Directions Fellowship,"224,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Smith College,"Northampton, Massachusetts",To support an Emeritus Fellowship,"55,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Social Science Research Council,"Brooklyn, New York",To support the International Dissertation Research Fellowship program for graduate students in the humanities and social sciences,"6,765,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Social Science Research Council,"Brooklyn, New York",To support the Dissertation Proposal Development Fellowship program and related activities,"3,465,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Social Science Research Council,"Brooklyn, New York",To administer the Social Science Research Council-Mellon Mays Graduate Initiatives Programs for Mellon Mays graduate students and PhDs,"2,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Southeastern Library Network, Inc.","Atlanta, Georgia",To support the strengthening of libraries of historically black colleges and universities,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Africa Legal Services Foundation, Inc.","Washington, DC",To support the oral history project on the Legal Resources Centre,"60,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Arts Federation, Inc.","Atlanta, Georgia","To support the community-based design and enhancement of a tool for business-continuity (disaster recovery) planning for arts organizations, both stand-alone and within higher education","193,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"Southern Education Foundation, Inc.","Atlanta, Georgia",To support reaccreditation preparation for historically black colleges and universities,"915,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Spelman College,"Atlanta, Georgia",To support curricular revision and enhancement,"295,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,St. John's College,"Santa Fe, New Mexico",To support faculty career enhancement programs,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,St. Olaf College,"Northfield, Minnesota",To support faculty bridge appointments in anticipation of retirements,"800,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California","To support the development of a program to evaluate interventions designed to increase the pool of well-qualified, low income students at leading colleges and universities","75,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Stanford University,"Stanford, California",To support ongoing scholarly activities a by former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,State University of New York at Stony Brook,"Stony Brook, New York",To support a dissertation seminar in the humanities,"200,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Stellenbosch University,"Matieland, South Africa",To support academic staff development in the humanities and social sciences,"100,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support a program in modern Middle Eastern history and Islamic studies,"645,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Swarthmore College,"Swarthmore, Pennsylvania",To support a New Directions Fellowship,"224,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Tougaloo College,"Tougaloo, Mississippi",To support continuation of the honors program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Trinity College,"Hartford, Connecticut",To support the establishment of a teaching and learning center at Trinity College,"365,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Tufts University,"Medford, Massachusetts",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,231,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Tufts University,"Medford, Massachusetts",To support the production of the Visual Understanding Environment concept mapping and visualization tool,"689,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Tulane University,"New Orleans, Louisiana",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,050,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Tulane University,"New Orleans, Louisiana",To support an academic bridge program,"30,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,Union College,"Schenectady, New York","To support four faculty bridge appointments in philosophy, anthropology, and English","800,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,"United Negro College Fund, Inc.","Fairfax, Virginia","To support a comprehensive, network-wide assessment of the United Negro College Fund's 39 member institutions","818,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Alaska at Fairbanks,"Fairbanks, Alaska",To support dissertation completion fellowships for Native Alaskan scholars and others committed to the advancement of indigenous Alaskan history and culture,"700,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Arizona,"Tucson, Arizona",To support the publication of scholarly monographs in the humanities,"1,036,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support postdoctoral fellowships in the humanities and humanistic social sciences,"2,330,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support a Distinguished Achievement Award,"1,500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California","To support the community-based planning, specification, and pilot testing of Project Bamboo, a shared technology services environment for the arts and humanities in collaboration with the University of Chicago","683,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California","To support activities for strengthening scholarship and graduate training in British history, in collaboration with Yale University","665,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support initiatives aimed at strengthening the role that the Doreen B. Townsend Center for the Humanities plays in the instructional and scholarly activities of the University,"545,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To establish a Mellon Mays Undergraduate Fellowship Program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support the planning phase of the Open Cast project,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an Emeritus Fellowship,"48,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an Emeritus Fellowship,"34,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Berkeley,"Berkeley, California",To support an Emeritus Fellowship,"24,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Irvine,"Irvine, California",To support a New Directions Fellowship,"167,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,850,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To establish a Mellon Mays Undergraduate Fellowship Program,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Homosexualities, From Antiquity to the Present""","135,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of California at Los Angeles,"Los Angeles, California",To support an Emeritus Fellowship,"50,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cambridge,"Cambridge, United Kingdom",To support postdoctoral fellowships in the humanities and humanistic social sciences,"1,451,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cambridge,"Cambridge, United Kingdom","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Modeling Futures: Understanding Risk and Uncertainty""","149,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cambridge,"Cambridge, United Kingdom","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Crisis, What Crisis? Collapses and Dark Ages in Comparative Perspectives""","128,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To establish a diploma and master's program in information and communications technology in higher education,"1,300,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the Centre for Social Science Research,"600,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the second phase of the African cultural heritage sites and landscapes database project,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support a program of visiting fellows,"500,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support senior research fellows in archives and public culture,"348,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support the creation of a center to improve teaching and learning in higher education in South Africa,"330,000"
2008,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa","To support a Sawyer Seminar on the Comparative Study of Cultures, entitled ""Knowledge, Diversity and Power: Science, the Indigenous Movement, and the Post-Colonial University""","150,000"
