year,category,recipient,location,grant_description,award_amt
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Cape Town,"Cape Town, South Africa",To support an additional year of PhD student retreats and associated activities,"20,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support transitional efforts in area studies programs that are adapting to reduced federal funding,"750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support participation in the Mellon Mays Undergraduate Fellowship program,"247,500"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Chicago,"Chicago, Illinois",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support an initiative aimed at strengthening the integration of the arts into academic life,"700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support a New Directions Fellowship,"227,800"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support planning and pilot programs that will lead to the establishment of a consortium of humanities centers at 15 Midwestern research universities,"100,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support transitional efforts in area studies programs that are adapting to reduced federal funding,"750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Michigan,"Ann Arbor, Michigan",To support an initiative aimed at strengthening the integration of the arts into the academic life of the university,"500,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support an initiative to expand and strengthen the work of faculty and students in the digital humanities,"1,388,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support initiatives aimed at strengthening the integration of the arts into academic life,"800,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To renew support for the Moore Undergraduate Research Apprentice program,"700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support a New Directions Fellowship,"229,900"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of North Carolina at Chapel Hill,"Chapel Hill, North Carolina",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Notre Dame,"Notre Dame, Indiana",To support a new initiative for the interdisciplinary study and production of sacred music drama,"400,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania",To support the interdisciplinary work of the Penn Humanities Forum,"455,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Pennsylvania,"Philadelphia, Pennsylvania","To support a Sawyer Seminar on the Comparative Study of Cultures entitled ""Race, across Time and Space""","175,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Pretoria,"Pretoria, South Africa",To support merit awards for the development of the next generation of academics in the humanities and social sciences,"200,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Puget Sound,"Tacoma, Washington",To support faculty sabbaticals,"700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Richmond,"Richmond, Virginia",To support the development of a digital atlas of United States history,"750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California",To support the Early Modern Studies Institute,"1,750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Southern California,"Los Angeles, California","To support a Sawyer Seminar on the Comparative Study of Cultures entitled ""Critical Mixed-Race Studies: A Transpacific Approach""","175,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the South,"Sewanee, Tennessee","To support study abroad, language study, and development of an International and Global Studies program","800,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support research in the humanities,"380,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support a program in critical agrarian studies,"325,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Western Cape,"Bellville, South Africa",To support renewed participation in the Mellon Mays Undergraduate Fellowship program,"187,320"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support PhD students in the humanities,"500,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support PhD students in their final year of study,"500,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of the Witwatersrand,"Johannesburg, South Africa",To support renewed participation in the Mellon Mays Undergraduate Fellowship program,"361,130"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada",To support postdoctoral fellowships in the humanities and related social sciences,"1,500,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Toronto,"Toronto, Canada",To support a New Directions Fellowship,"250,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support transitional efforts in area studies programs that are adapting to reduced federal funding,"750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Washington,"Seattle, Washington",To support a New Directions Fellowship,"221,300"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support transitional efforts in area studies programs that are adapting to reduced federal funding,"750,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,University of Wisconsin at Madison,"Madison, Wisconsin",To support ongoing scholarly activities by a former New Directions Fellowship recipient,"50,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Ursinus College,"Collegeville, Pennsylvania",To support a program of collaboration with Columbia University to strengthen the core curriculum,"300,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Ursinus College,"Collegeville, Pennsylvania",To support presidential initiatives,"100,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Vanderbilt University,"Nashville, Tennessee",To support a New Directions Fellowship,"266,200"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Vassar College,"Poughkeepsie, New York","To permanently endow the Anne McNiff Tatlock Chair in Multidisciplinary Studies, and the Anne McNiff Tatlock Endowment for Strategic Faculty Support","4,000,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Wellesley College,"Wellesley, Massachusetts",To support a visiting artist residency program and a collaboration with the Massachusetts Institute of Technology for Portuguese language instruction,"700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Whitman College,"Walla Walla, Washington",To support a longitudinal study of students' academic experiences,"150,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Whittier College,"Whittier, California",To support renewed participation in the Mellon Mays Undergraduate Fellowship program,"275,580"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Whittier College,"Whittier, California",To support a program for internationalizing the curriculum through an expansion of study abroad and the use of online pedagogies,"150,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Willamette University,"Salem, Oregon",To support interdisciplinary and collaborative initiatives in the arts and humanities,"700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Willamette University,"Salem, Oregon",To support presidential initiatives,"100,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,WNET,"New York, New York",To support production of a documentary about the University of Cape Town Opera School,"90,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey",To renew support for the Junior Faculty Career Enhancement Fellowship program,"2,700,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Woodrow Wilson National Fellowship Foundation,"Princeton, New Jersey","To renew support for the Mellon Mays Undergraduate Fellowship Dissertation, Travel, and Research programs","800,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Xavier University of Louisiana,"New Orleans, Louisiana",To support the implementation of a comprehensive engaged reading initiative,"330,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To support a plan designed to broaden humanities education at the university and build a community of postdoctoral fellows in the humanities,"1,950,000"
2012,HIGHER EDUCATION AND SCHOLARSHIP,Yale University,"New Haven, Connecticut",To provide support for a fellowship stipend and research for a student in each of the first five years of the university's PhD in Law program,"200,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,"Alabama Folklife Association, Inc.","Birmingham, Alabama",To support the cataloging of hidden collections,"165,900"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,American Museum of Natural History,"New York, New York",To support the cataloging of hidden collections,"320,400"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,American Philological Association,"Philadelphia, Pennsylvania",To support the development and maintenance of electronic publications in classical studies,"300,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,American Philological Association,"Philadelphia, Pennsylvania",To support planning for a digital library of Latin texts,"159,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,Amherst College,"Amherst, Massachusetts",To support the implementation of digital access initiatives at the Folger Shakespeare Library,"586,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,Amherst College,"Amherst, Massachusetts","To support planning at the Folger Shakespeare Library for the development of electronic editions, created by undergraduates, of 500 early modern plays","41,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,"Bay Area Video Coalition, Inc.","San Francisco, California",To support business planning for the preservation program,"51,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,"The Book Arts Press, Inc.","Charlottesville, Virginia",To support the development of a summer fellowship program in critical bibliography,"896,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY                                                             ,"The Book Arts Press, Inc.","Charlottesville, Virginia",To support planning of a program to train humanistic scholars in the bibliographic arts,"52,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,The British Library,"London, United Kingdom",To support the development of digital scholarship at a national library,"389,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,The Brooklyn Historical Society,"Brooklyn, New York",To support the cataloging of hidden collections,"170,400"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Caffè Lena, Inc.","Saratoga Springs, New York",To support the cataloging of hidden collections,"86,900"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"College Art Association of America, Inc.","New York, New York",To support the development and dissemination of a code of best practices for the application of the copyright principle of fair use in art and art history,"630,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,College of Charleston,"Charleston, South Carolina",To support the cataloging of hidden collections,"192,300"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support the preservation of materials published and disseminated via the World Wide Web,"550,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support the further development of an online database of jazz discography,"445,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support the cataloging of hidden collections,"242,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support development of a scholarly research database detailing the social and economic characteristics of subscribers to a major orchestra from 1842 to the present,"175,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Columbia University,"New York, New York",To support the cataloging of hidden collections,"75,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Cornell University,"Ithaca, New York",To support the further integration of services at the Cornell and Columbia research libraries,"350,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support postdoctoral fellowships in medieval studies,"896,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Council on Library and Information Resources,"Washington, DC",To support administration of the Hidden Collections grantmaking competition,"300,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Detroit Public Library Friends Foundation, Inc.","Detroit, Michigan",To support the cataloging of hidden collections,"87,400"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Duke University,"Durham, North Carolina","To support the enhancement and integration of existing open source software tools that facilitate the discovery, editing, curation, and interpretation of pre-modern Greek texts in digital formats","48,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Duke University,"Durham, North Carolina",To support a study of and an invitational forum on the problem of decreasing acquisitions of foreign language materials in US research libraries,"47,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Frick Collection,"New York, New York",To support planning for a Web archiving initiative,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Furman University,"Greenville, South Carolina","To support the enhancement and integration of existing open source software tools that facilitate the discovery, editing, curation, and interpretation of pre-modern Greek texts in digital formats","55,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,George Mason University,"Fairfax, Virginia",To support further development of the Omeka software application for scholarly blogging and digital exhibits,"628,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,George Mason University,"Fairfax, Virginia",To maintain and enhance a program of regional training camps in digital methods for humanistic scholarship,"268,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Harvard University,"Cambridge, Massachusetts","To support the writing, research, and editing phase of the Dictionary of Caribbean and Afro-Latin American Biography","200,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Harvard University,"Cambridge, Massachusetts",To support the cataloging of hidden collections,"202,900"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Hispanic Society of America,"New York, New York",To support assessment of uncataloged documents from the Archive of the House of Altamira,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Historical Society of Pennsylvania,"Philadelphia, Pennsylvania",To support a survey and assessment of small repositories of archives and manuscripts in the Philadelphia area,"330,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Indiana University,"Bloomington, Indiana",To support further development of an open source integrated library system,"750,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Internet Archive,"San Francisco, California",To support enhancements to software that enables the creation and online dissemination of digital audio books,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Jewish Theological Seminary of America,"New York, New York",To support the cataloging of hidden collections,"175,300"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Johns Hopkins University,"Baltimore, Maryland",To support the cataloging of hidden collections,"71,900"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Kentucky Historical Society,"Frankfort, Kentucky",To support the cataloging of hidden collections,"142,700"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,LYRASIS,"Atlanta, Georgia","To support further development of services to assist libraries in the choice, implementation, and use of open source software applications","670,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"Martha's Vineyard Museum, Inc.","Edgartown, Massachusetts",To support the cataloging of hidden collections,"293,900"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Modern Language Association of America,"New York, New York",To support development of a Web-based publication and communications platform for use by scholarly society members,"83,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Montana Historical Society,"Helena, Montana",To support the cataloging of hidden collections,"91,400"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Museum of the City of New York,"New York, New York",To support the cataloging of hidden collections,"129,700"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,National Film Preservation Foundation,"San Francisco, California",To support the assessment of early American nitrate film in The Netherlands,"54,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,National Information Standards Organization,"Baltimore, Maryland",To support a study of the requirements for a new bibliographic standard,"49,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York Public Library,"New York, New York",To support planning by three research libraries to transform a shared shelving facility into a shared collection,"335,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York University,"New York, New York",To support the development of a new software tool for the management and description of archives,"218,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,New York University,"New York, New York",To support planning for a video archive of modern performances of classical dramas,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,North Carolina State University,"Raleigh, North Carolina",To support the development of a shared database of bibliographical and administrative information needed for the purchase and management of electronic resources,"499,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,North Carolina State University,"Raleigh, North Carolina",To support development of digital scholarly resources in medieval studies,"150,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Northwestern University,"Evanston, Illinois",To support enhancement of an open source tool for natural language processing,"40,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Oxford Centre for Islamic Studies,"Oxford, United Kingdom",To support a study of the feasibility of publishing digitally a multi-volume atlas that presents the social and intellectual history of the Islamic world,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,"PEN American Center, Inc.","New York, New York",To support planning for the preservation and digitization of archival materials,"44,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,The Pennsylvania State University,"University Park, Pennsylvania",To endow a new senior conservator position in the university library,"1,250,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,The Pennsylvania State University,"University Park, Pennsylvania",To support a study of faculty practices in creating and managing personal digital archives,"143,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Princeton University,"Princeton, New Jersey",To support development of a full-text database of works related to historical prosody,"50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Queen's University at Kingston,"Kingston, Canada",To support the development of an online database of Benjamin Disraeli's correspondence,"95,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Rhode Island Historical Society,"Providence, Rhode Island",To support the development of a Web-based directory of cultural heritage organizations in Rhode Island,"160,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Rice University,"Houston, Texas",To support a collaborative research and planning project to assess the feasibility of establishing specialized centers of expertise at a variety of university research libraries,"55,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Saint Louis University,"St. Louis, Missouri",To support development of a software tool for creating electronic editions of pre-modern texts,"933,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,San Diego Air & Space Museum,"San Diego, California",To support the cataloging of hidden collections,"119,700"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Smithsonian Institution,"Washington, DC","To support the digitization, organization, and dissemination of information from archaeological excavations in Panama using a prototype open source software system","50,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support the further development of standards and services that would enhance the use of digitized manuscripts,"992,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support the development of crowdsourcing technologies and scholarly projects that employ crowdsourcing,"778,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support infrastructure development for a digital preservation service,"572,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Stanford University,"Stanford, California",To support the cataloging of hidden collections,"114,400"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Texas A&M University,"College Station, Texas",To support the further development of tools to improve the accuracy of the optical character recognition of early modern printed material,"734,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,United States Holocaust Memorial Museum,"Washington, DC",To support the cataloging of hidden collections,"103,300"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University College London,"London, United Kingdom",To support the development of a scholarly project to engage the public in transcribing the works of philosopher Jeremy Bentham,"538,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Berkeley,"Berkeley, California",To support the development and maintenance of electronic publications in classical studies,"99,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Berkeley,"Berkeley, California",To support further development of software infrastructure for humanities research,"62,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Los Angeles,"Los Angeles, California",To support development of virtual worlds technologies for use in humanities research,"600,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at San Diego,"La Jolla, California",To support development of tools for the analysis of static and moving images using the Software Environment for the Advancement of Scholarly Research,"477,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of California at Santa Barbara,"Santa Barbara, California",To support the cataloging of hidden collections,"239,600"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Cambridge,"Cambridge, United Kingdom",To support the development of digital scholarly resources in medieval studies,"459,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Cincinnati,"Cincinnati, Ohio",To support a study assessing ten existing digital scholarship centers and outlining the skills needed to support digital scholarship,"58,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Edinburgh,"Edinburgh, United Kingdom",To support the preservation of materials published and disseminated via the World Wide Web,"496,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support further development of standards for the annotation of digital materials,"170,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Illinois at Urbana-Champaign,"Champaign, Illinois",To support further development of standards for the annotation of digital materials,"29,500"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Maryland College Park,"College Park, Maryland",To support the cataloging of hidden collections,"251,700"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Massachusetts at Amherst,"Amherst, Massachusetts",To support development of software and techniques for scholars in the humanities to use in processing large corpora of digitized books,"205,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Miami,"Coral Gables, Florida",To support further development of a software platform for the Cuban Theater Digital Archive,"260,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Michigan,"Ann Arbor, Michigan",To endow a new senior conservator position in the university library,"1,250,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Oxford,"Oxford, United Kingdom",To support the further development of scholarly resources and tools for the study of correspondence networks in the early modern period,"758,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Pennsylvania,"Philadelphia, Pennsylvania",To support the cataloging of hidden collections,"249,800"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Southern California,"Los Angeles, California",To support the cataloging of hidden collections,"203,200"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Southern California,"Los Angeles, California","To support the development of a training program in Reflectance Transformation Imaging and an equipment ""lending library"" for scholars","30,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Virginia,"Charlottesville, Virginia",To support further development of methods and software for identifying automatically individuals and organizations named in a wide range of online resources,"575,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Washington,"Seattle, Washington",To endow a new senior conservator position in the university libraries,"1,250,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,University of Wisconsin at Madison,"Madison, Wisconsin",To support further development of software and techniques for analysis of the relationship between linguistic variation in a large corpus of early modern English texts and the development of genres of printed discourse,"925,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Yale University,"New Haven, Connecticut",To support the further development of standards and services that would enhance the use of digitized manuscripts,"650,000"
2012,SCHOLARLY COMMUNICATIONS AND INFORMATION TECHNOLOGY,Yale University,"New Haven, Connecticut",To support planning for the publication of electronic books in art and architectural history,"195,000"
2012,PERFORMING ARTS,"Albany Symphony Orchestra, Inc.","Albany, New York",To support the Composer to Center Stage initiative,"300,000"
2012,PERFORMING ARTS,"Alliance of Resident Theatres New York, Inc.","New York, New York",To support digital projects and a rehearsal space grant program,"500,000"
2012,PERFORMING ARTS,"American Composers Orchestra, Inc.","New York, New York",To support artistic initiatives and services to the field,"450,000"
2012,PERFORMING ARTS,"American Lyric Theater Center, Inc.","New York, New York",To support the recording of The Golden Ticket,"27,500"
2012,PERFORMING ARTS,"American Repertory Theatre Company, Inc.","Cambridge, Massachusetts",To support planning for the Civil War/civil wars project,"40,000"
2012,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support the national conference and the Knowledge Center,"500,000"
2012,PERFORMING ARTS,American Symphony Orchestra League,"New York, New York",To support planning for diversity and inclusion initiatives,"41,000"
2012,PERFORMING ARTS,"Baltimore Symphony Orchestra, Inc.","Baltimore, Maryland",To support the Baltimore Symphony Orchestra Academy,"950,000"
2012,PERFORMING ARTS,"Beth Morrison Projects, Inc.","New York, New York",To support artistic initiatives and organizational development,"150,000"
2012,PERFORMING ARTS,"Black Women Playwrights' Group, Inc.","Washington, DC",To support four playwright commissions and related costs associated with the Cyber Narrative Project,"50,000"
2012,PERFORMING ARTS,"Boston Modern Orchestra Project, Inc.","Malden, Massachusetts",To support the Recording New Music for Tomorrow initiative,"150,000"
2012,PERFORMING ARTS,"Carnegie Hall Society, Inc.","New York, New York","To support artistic initiatives, archival documentation, and dissemination activities","4,000,000"
2012,PERFORMING ARTS,Chicago Opera Theater,"Chicago, Illinois",To support artistic initiatives and a cash reserve fund,"500,000"
2012,PERFORMING ARTS,"Chicago Sinfonietta, Inc","Chicago, Illinois",To support planning for the Project Inclusion diversity initiatives,"35,000"
2012,PERFORMING ARTS,Chicago Symphony Orchestra,"Chicago, Illinois",To support a research and development fund,"2,500,000"
2012,PERFORMING ARTS,Creative Capital Foundation,"New York, New York",To support the Multi-Arts Production Fund,"1,000,000"
2012,PERFORMING ARTS,Cutting Ball Theater,"San Francisco, California",To support a multiyear playwright residency with Andrew Saito,"166,000"
2012,PERFORMING ARTS,Dallas Theater Center,"Dallas, Texas",To support a multiyear playwright residency with Will Power,"190,000"
2012,PERFORMING ARTS,"Dance Heritage Coalition, Inc.","Washington, DC",To support the Dance Preservation Digitization Project,"505,000"
2012,PERFORMING ARTS,"Dance Theatre of Harlem, Inc.","New York, New York",To support artistic initiatives and capacity building,"200,000"
2012,PERFORMING ARTS,Dance/USA,"Washington, DC",To support transition costs and professional development for Dance/NYC,"35,000"
2012,PERFORMING ARTS,"Danspace Project, Inc.","New York, New York",To support developmental and production residences for choreographers,"375,000"
2012,PERFORMING ARTS,Emerson College,"Boston, Massachusetts",To support documentation activities and the administration of a microgrant fund for a Foundation-funded playwright residency initiative,"760,000"
2012,PERFORMING ARTS,Emerson College,"Boston, Massachusetts","To support transitional expenses associated with the transfer of the Center for the Theater Commons from Washington Drama Society, Inc. (Arena Stage)","50,000"
2012,PERFORMING ARTS,"Festival of North American Orchestras, Inc.","New York, New York",To support the Spring for Music festival,"830,000"
2012,PERFORMING ARTS,"Fiji Theater Company, Inc.","New York, New York",To support the 20th-anniversary performances of the Undesirable Elements series,"35,000"
